"id","l10n_id_ebupot_facility","l10n_id_ebupot_code","active","description","is_base_affected","invoice_label","type_tax_use","tax_group_id","name","amount_type","amount","fiscal_position_ids","repartition_line_ids/repartition_type","repartition_line_ids/tag_ids","repartition_line_ids/factor_percent","repartition_line_ids/document_type","repartition_line_ids/account_id","original_tax_ids"
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-410-05_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-410-05_ebupot","False","Rewards Received/Obtained in Connection with the Transportation of People and/or Goods Including the Chartering of Ships by Domestic Shipping Companies in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-1.2%","purchase","l10n_id_tax_group_pph42","1.2% 28-410-05","percent","-1.2","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-411-04_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-411-04_ebupot","False","Compensation Paid/Owed to Foreign Shipping and/or Aviation Companies in Connection with the Transportation of People and/or Goods (Other Than Based on Charter Agreements) in Connection with the Implementation of Government Projects Financed by Foreign Grants or Loan Funds","","-2.64%","purchase","l10n_id_tax_group_pph42","2.64% 28-411-04","percent","-2.64","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-423-14_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-423-14_ebupot","False","Withholding or collection of income tax on the sale of goods or provision of services carried out by Taxpayers with a certain gross turnover who earn income in connection with the implementation of government projects financed by foreign grants or loans.","","-0.5%","purchase","l10n_id_tax_group_pph42","0.5% 28-423-14","percent","-0.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-423-15_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-423-15_ebupot","False","Withholding or collection of Income Tax on transactions for the sale of goods or the delivery of services carried out by Taxpayers who meet certain requirements to be subject to final Income Tax at a rate of 0% in the IKN who earn income in connection with the implementation of government projects financed by Foreign Grants or Loans","","0%","purchase","l10n_id_tax_group_pph42","0% 28-423-15","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-18_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-18_ebupot","False","Income from certain monetary instruments and/or financial instruments in Indonesia (IDR currency sourced from DHE SDA with a tenor of 1 month to less than 3 months)","","-5%","purchase","l10n_id_tax_group_pph42","5% 28-404-18","percent","-5.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-01_ebupot","False","Interest on Savings and Deposits Placed Domestically with Funds Sourced Other Than Export Proceeds (DHE)","","-20%","purchase","l10n_id_tax_group_pph42","20% 28-404-01","percent","-20.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-02_ebupot","False","Interest on Deposits Placed Domestically (IDR currency sourced from DHE with a 1-month tenor)","","-7.5%","purchase","l10n_id_tax_group_pph42","7.5% 28-404-02","percent","-7.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-03_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-03_ebupot","False","Interest on Deposits Placed Domestically (IDR currency sourced from DHE with a 3-month tenor)","","-5%","purchase","l10n_id_tax_group_pph42","5% 28-404-03","percent","-5.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-04_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-04_ebupot","False","Interest on Deposits Placed Domestically (IDR currency sourced from DHE with a tenor of 6 months or more)","","0%","purchase","l10n_id_tax_group_pph42","0% 28-404-04","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-05_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-05_ebupot","False","Interest on Deposits Placed Domestically (USD currency sourced from DHE with a 1-month tenor)","","-10%","purchase","l10n_id_tax_group_pph42","10% 28-404-05","percent","-10.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-06_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-06_ebupot","False","Interest on Deposits Placed Domestically (USD currency sourced from DHE with a 3-month tenor)","","-7.5%","purchase","l10n_id_tax_group_pph42","7.5% 28-404-06","percent","-7.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-07_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-07_ebupot","False","Interest on Deposits Placed Domestically (USD currency sourced from DHE with a 6-month tenor)","","-2.5%","purchase","l10n_id_tax_group_pph42","2.5% 28-404-07","percent","-2.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-08_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-08_ebupot","False","Interest on Deposits Placed Domestically (USD currency sourced from DHE with a tenor of more than 6 months)","","0%","purchase","l10n_id_tax_group_pph42","0% 28-404-08","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-09_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-09_ebupot","False","Interest on Deposits/Savings Placed Abroad Through Banks Established or Domiciled in Indonesia or Branches of Foreign Banks in Indonesia","","-20%","purchase","l10n_id_tax_group_pph42","20% 28-404-09","percent","-20.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-10_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-10_ebupot","False","Bank Indonesia Certificate Discount","","-20%","purchase","l10n_id_tax_group_pph42","20% 28-404-10","percent","-20.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-11_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-11_ebupot","False","Current account service","","-20%","purchase","l10n_id_tax_group_pph42","20% 28-404-11","percent","-20.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-401-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-401-01_ebupot","False","Interest on Bonds, Government Securities, or Regional Bonds Received by Domestic Taxpayers and Permanent Establishments.","","-15%","purchase","l10n_id_tax_group_pph42","15% 28-401-01","percent","-15.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-401-06_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-401-06_ebupot","False","Bond Interest Received by Domestic Taxpayers and Permanent Establishments","","-10%","purchase","l10n_id_tax_group_pph42","10% 28-401-06","percent","-10.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-401-03_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-401-03_ebupot","False","Bond Interest Received by Domestic Taxpayers and Permanent Establishments Administered by BI","","-10%","purchase","l10n_id_tax_group_pph42","10% 28-401-03","percent","-10.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-401-04_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-401-04_ebupot","False","Discount on State Treasury Bills Received by Domestic Taxpayers and Permanent Establishments","","-20%","purchase","l10n_id_tax_group_pph42","20% 28-401-04","percent","-20.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-401-05_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-401-05_ebupot","False","Discount on State Treasury Bills Received by Taxpayers Resident/Domiciled Abroad","","-20%","purchase","l10n_id_tax_group_pph42","20% 28-401-05","percent","-20.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
